id,event_time,event_type,device_name,device_ip,threat_level,category,attack_function,attack_step,signature,src_ip,src_port,src_mac,dst_ip,dst_port,dst_mac,protocol,packets_to_server,packets_to_client,bytes_to_server,bytes_to_client,created_at,event_time_hour,event_time_day,event_time_weekday,event_time_is_work_hour,created_at_hour,created_at_day,created_at_weekday,created_at_is_work_hour,src_ip_is_internal,dst_ip_is_internal,device_ip_is_internal,src_ip_segment,dst_ip_segment,device_ip_segment,same_segment,src_port_service,src_port_is_common,dst_port_service,dst_port_is_common,event_type_freq,category_freq,src_ip_freq,src_ip_segment_freq,attack_function_freq,attack_step_freq,signature_freq,total_bytes,total_packets,avg_packet_size,isolation_forest_score,kmeans_score,isolation_forest_anomaly,kmeans_anomaly,is_anomaly,anomaly_score
137154,2025-04-21 22:06:04,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.62,0,ec:eb:b8:d1:d8:bf,10.174.228.254,0,00:00:0c:9f:f0:e4,ICMP/unknown,1,0,98,0,2025-04-21 22:10:00,22,21,0,0,22,21,0,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.03168044077134986,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,98,1,98.0,0.6914286092736328,0.85643943428382,False,False,False,0.7574329392777077
137155,2025-04-22 06:54:13,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,0,00:00:0c:9f:f0:e4,10.174.228.81,0,20:67:7c:df:48:78,ICMP/unknown,1,1,98,98,2025-04-22 06:55:00,6,22,1,0,6,22,1,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.09228650137741047,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,196,2,98.0,0.6941248049332942,0.7514711784455825,False,False,False,0.7170633543382096
137156,2025-04-22 11:14:21,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,174.35.58.22,0,18:56:80:1f:62:c4,10.174.241.7,0,00:00:0c:9f:f0:3a,ICMP/unknown,1,0,74,0,2025-04-22 11:15:00,11,22,1,1,11,22,1,1,1,1,1,174.35,10.174,174.35,0,other,0,other,0,1.0,0.8168044077134986,0.0027548209366391185,0.5495867768595041,0.7079889807162535,0.9786501377410468,0.7079889807162535,74,1,74.0,0.596621176394731,0.8291656981120504,False,False,False,0.6896389850816588
137157,2025-04-22 11:56:53,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.244.11,0,00:11:32:f9:6f:07,10.174.243.231,0,00:00:0c:9f:f0:f4,ICMP/unknown,1,0,98,0,2025-04-22 12:00:00,11,22,1,1,12,22,1,1,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.01928374655647383,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,98,1,98.0,0.7795733090503287,0.7993734903464853,False,False,False,0.7874933815687915
137158,2025-04-22 14:27:58,Alert,WxP2_CMA,174.35.74.39,20,网络行为,其它行为审计,初始化访问,HTTP_安全风险_配置信息_Swagger接口,174.35.62.137,52526,d0:ad:08:58:96:1f,174.35.64.89,56452,00:00:0c:07:ac:3e,TCP/http,24,28,5979,18318,2025-04-22 14:30:00,14,22,1,1,14,22,1,1,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.002066115702479339,0.0027548209366391185,0.5495867768595041,0.002066115702479339,0.9786501377410468,0.0006887052341597796,24297,52,467.25,0.8029643550241892,0.9185581012385304,False,False,False,0.8492018535099257
137159,2025-04-22 14:41:08,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.240.211,62146,00:50:56:b0:14:d8,10.174.240.2,22,98:f2:b3:2b:9f:b4,TCP/ssh,5,4,334,282,2025-04-22 14:45:00,14,22,1,1,14,22,1,1,1,1,1,10.174,10.174,174.35,1,other,0,SSH,1,1.0,0.10330578512396695,0.01584022038567493,0.40289256198347106,0.10330578512396695,0.9786501377410468,0.10192837465564739,616,9,68.44444444444444,0.34649086989306893,0.9007446445347236,True,False,True,0.5681923797497308
137160,2025-04-22 14:41:08,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.240.211,62146,00:50:56:b0:14:d8,10.174.240.2,22,98:f2:b3:2b:9f:b4,TCP/ssh,6,4,416,282,2025-04-22 14:45:00,14,22,1,1,14,22,1,1,1,1,1,10.174,10.174,174.35,1,other,0,SSH,1,1.0,0.10330578512396695,0.01584022038567493,0.40289256198347106,0.10330578512396695,0.9786501377410468,0.10192837465564739,698,10,69.8,0.34649086989306893,0.9009994774268535,True,False,True,0.5682943129065827
137161,2025-04-22 14:42:06,Alert,WxP1_IDS,174.35.26.10,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.66,0,44:90:46:87:a5:6f,174.35.24.254,0,00:00:0c:07:ac:18,ICMP/unknown,1,0,60,0,2025-04-22 14:45:00,14,22,1,1,14,22,1,1,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.0027548209366391185,0.5495867768595041,0.10881542699724518,0.9786501377410468,0.08608815426997245,60,1,60.0,0.8075682459148654,0.9205316794613961,False,False,False,0.8527536193334777
137162,2025-04-22 16:02:41,Alert,WxP1_IDS,174.35.26.10,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.66,0,44:90:46:87:a5:6f,174.35.24.254,0,00:00:0c:07:ac:18,ICMP/unknown,1,0,60,0,2025-04-22 16:05:00,16,22,1,1,16,22,1,1,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.0027548209366391185,0.5495867768595041,0.10881542699724518,0.9786501377410468,0.08608815426997245,60,1,60.0,0.7885632098168948,0.9362153693466604,False,False,False,0.847624073628801
137163,2025-04-22 16:30:05,Alert,WxP2_CMA,174.35.74.39,30,攻击利用,配置不当/错误,初始化访问,TCP_MS_RDP远程桌面_建立低安全性连接,174.35.61.229,53909,00:00:0c:07:ac:35,174.35.53.87,3389,00:60:e0:6c:a7:6a,TCP/rdp,3,2,227,139,2025-04-22 16:35:00,16,22,1,1,16,22,1,1,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.07782369146005509,0.0048209366391184574,0.5495867768595041,0.006887052341597796,0.9786501377410468,0.006887052341597796,366,5,73.2,0.9849558519746796,0.9134353629290735,False,False,False,0.9563476563564373
137164,2025-04-22 16:36:33,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.101,13059,00:1c:7f:bc:05:ef,174.35.49.250,22,00:00:0c:9f:f0:0a,TCP/unknown,8,4,568,266,2025-04-22 16:40:00,16,22,1,1,16,22,1,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.009641873278236915,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,834,12,69.5,0.2621229533220401,0.7323009066153532,True,False,True,0.45019413463936536
137165,2025-04-22 16:36:33,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.101,13059,00:3a:9c:3f:cb:43,174.35.49.250,22,70:1f:53:b4:45:e6,TCP/unknown,9,4,663,266,2025-04-22 16:40:00,16,22,1,1,16,22,1,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.009641873278236915,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,929,13,71.46153846153847,0.2671369360218917,0.7323430467076595,True,False,True,0.45321938029619885
137166,2025-04-22 17:02:06,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,0,00:00:0c:9f:f0:e4,10.174.228.81,0,20:67:7c:df:48:78,ICMP/unknown,2,1,196,98,2025-04-22 17:05:00,17,22,1,1,17,22,1,1,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.09228650137741047,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,294,3,98.0,0.7709192309620023,0.8298328339743144,False,False,False,0.7944846721669272
137167,2025-04-22 18:39:27,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.68,0,20:67:7c:e5:fc:6c,10.174.228.254,0,00:00:0c:9f:f0:e4,ICMP/unknown,1,0,98,0,2025-04-22 18:40:00,18,22,1,0,18,22,1,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.01997245179063361,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,98,1,98.0,0.7315944316213572,0.8636167350109605,False,False,False,0.7844033529771985
137168,2025-04-22 19:03:42,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,0,00:00:0c:9f:f0:e4,10.174.228.81,0,20:67:7c:df:48:78,ICMP/unknown,1,1,98,98,2025-04-22 19:05:00,19,22,1,0,19,22,1,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.09228650137741047,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,196,2,98.0,0.7359428693738816,0.857541701535188,False,False,False,0.7845824022384043
137169,2025-04-22 20:36:19,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.58.30,0,54:0d:f9:a0:15:0d,174.35.59.254,0,00:00:0c:9f:f0:3a,ICMP/unknown,1,0,60,0,2025-04-22 20:40:00,20,22,1,0,20,22,1,0,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.0013774104683195593,0.5495867768595041,0.10881542699724518,0.9786501377410468,0.08608815426997245,60,1,60.0,0.739354487669814,0.9556312644364224,False,False,False,0.8258651983764573
137170,2025-04-22 20:37:16,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.62,0,ec:eb:b8:d1:d8:bf,10.174.228.254,0,00:00:0c:9f:f0:e4,ICMP/unknown,1,0,98,0,2025-04-22 20:40:00,20,22,1,0,20,22,1,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.03168044077134986,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,98,1,98.0,0.7148303062249229,0.868340938299172,False,False,False,0.7762345590546226
137171,2025-04-23 01:08:01,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.62,0,ec:eb:b8:d1:d8:bf,10.174.228.254,0,00:00:0c:9f:f0:e4,ICMP/unknown,1,0,98,0,2025-04-23 01:10:00,1,23,2,0,1,23,2,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.03168044077134986,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,98,1,98.0,0.6523113476856187,0.7400003279499388,False,False,False,0.6873869397913468
137172,2025-04-23 07:14:21,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,0,00:00:0c:9f:f0:e4,10.174.228.81,0,20:67:7c:df:48:78,ICMP/unknown,2,1,196,98,2025-04-23 07:15:00,7,23,2,0,7,23,2,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.09228650137741047,0.40289256198347106,0.7079889807162535,0.9786501377410468,0.7079889807162535,294,3,98.0,0.6933821162628273,0.7724815052342087,False,False,False,0.7250218718513799
137173,2025-04-23 08:11:21,Alert,WxP1_IDS,174.35.26.10,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.23,0,40:d4:f6:ab:f7:49,174.35.24.254,0,00:00:0c:07:ac:18,ICMP/unknown,1,0,60,0,2025-04-23 08:15:00,8,23,2,0,8,23,2,0,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.0027548209366391185,0.5495867768595041,0.10881542699724518,0.9786501377410468,0.08608815426997245,60,1,60.0,0.7155173703573401,0.8614576504879735,False,False,False,0.7738934824095934
137174,2025-04-23 08:27:45,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.58.30,0,54:0d:f9:a0:15:0d,174.35.59.254,0,00:00:0c:9f:f0:3a,ICMP/unknown,1,0,60,0,2025-04-23 08:30:00,8,23,2,0,8,23,2,0,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.0013774104683195593,0.5495867768595041,0.10881542699724518,0.9786501377410468,0.08608815426997245,60,1,60.0,0.7155173703573401,0.8615487516211721,False,False,False,0.7739299228628729
137175,2025-04-23 09:04:19,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,62638,00:1c:7f:bc:0a:e5,174.35.16.1,22,00:00:0c:07:ac:0c,TCP/unknown,5,4,335,266,2025-04-23 09:05:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,601,9,66.77777777777777,0.23882177391138426,0.7342288344504688,True,False,True,0.43698459812701806
137176,2025-04-23 09:04:19,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,62638,a4:b4:39:a5:1e:56,174.35.16.1,22,f4:ac:c1:6f:20:41,TCP/unknown,6,4,418,266,2025-04-23 09:05:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,684,10,68.4,0.23882177391138426,0.7342510321429563,True,False,True,0.43699347720401305
137177,2025-04-23 09:04:22,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,62646,00:1c:7f:bc:0a:e5,174.35.16.253,22,00:00:0c:07:ac:0c,TCP/unknown,5,4,335,266,2025-04-23 09:05:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,601,9,66.77777777777777,0.23882177391138426,0.7342288344504688,True,False,True,0.43698459812701806
137178,2025-04-23 09:04:22,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,62646,a4:b4:39:a5:1e:56,174.35.16.253,22,5c:e1:76:02:d4:56,TCP/unknown,6,4,418,266,2025-04-23 09:05:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,684,10,68.4,0.23882177391138426,0.7342510321429563,True,False,True,0.43699347720401305
137179,2025-04-23 09:10:57,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,63608,00:1c:7f:bc:0a:e5,174.35.16.4,22,00:00:0c:07:ac:0c,TCP/unknown,3,2,209,146,2025-04-23 09:15:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,355,5,71.0,0.2370129344496157,0.7342840537565696,True,False,True,0.4359213821723973
137180,2025-04-23 09:11:08,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,63630,00:1c:7f:bc:0a:e5,174.35.16.16,22,00:00:0c:07:ac:0c,TCP/unknown,5,4,335,286,2025-04-23 09:15:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,621,9,69.0,0.23882177391138426,0.7342589331703986,True,False,True,0.43699663761498997
137181,2025-04-23 09:11:08,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,63630,a4:b4:39:a5:1e:56,174.35.16.16,22,c4:ab:4d:39:57:d6,TCP/unknown,6,4,418,286,2025-04-23 09:15:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,704,10,70.4,0.23882177391138426,0.7342767089087827,True,False,True,0.4370037479103437
137182,2025-04-23 09:24:06,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,65442,00:1c:7f:bc:05:ef,174.35.49.113,22,00:00:0c:9f:f0:0a,TCP/unknown,5,4,335,266,2025-04-23 09:25:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,601,9,66.77777777777777,0.23882177391138426,0.7342288344504688,True,False,True,0.43698459812701806
137183,2025-04-23 09:24:06,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,65442,00:3a:9c:3f:cb:43,174.35.49.113,22,50:08:ac:84:7a:c1,TCP/unknown,6,4,418,266,2025-04-23 09:25:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,684,10,68.4,0.23882177391138426,0.7342510321429563,True,False,True,0.43699347720401305
137184,2025-04-23 09:23:58,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,65432,00:1c:7f:bc:05:ef,174.35.49.117,22,00:00:0c:9f:f0:0a,TCP/unknown,5,14,335,931,2025-04-23 09:25:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,1266,19,66.63157894736842,0.25470809359027097,0.7342267674421967,True,False,True,0.4465155631310413
137185,2025-04-23 09:23:58,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,65432,00:3a:9c:3f:cb:43,174.35.49.117,22,50:1c:b0:0b:72:41,TCP/unknown,6,14,418,931,2025-04-23 09:25:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,1349,20,67.45,0.25470809359027097,0.7342381741358386,True,False,True,0.44652012580849804
137186,2025-04-23 09:23:47,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,65409,00:1c:7f:bc:05:ef,174.35.49.103,22,00:00:0c:9f:f0:0a,TCP/unknown,5,4,335,266,2025-04-23 09:25:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,601,9,66.77777777777777,0.23882177391138426,0.7342288344504688,True,False,True,0.43698459812701806
137187,2025-04-23 09:23:47,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,65409,00:3a:9c:3f:cb:43,174.35.49.103,22,f8:7b:20:2f:c6:c1,TCP/unknown,6,4,418,266,2025-04-23 09:25:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,684,10,68.4,0.23882177391138426,0.7342510321429563,True,False,True,0.43699347720401305
137188,2025-04-23 09:23:09,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,65318,00:1c:7f:bc:05:ef,174.35.49.143,22,00:00:0c:9f:f0:0a,TCP/unknown,5,4,335,266,2025-04-23 09:25:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,601,9,66.77777777777777,0.23882177391138426,0.7342288344504688,True,False,True,0.43698459812701806
137189,2025-04-23 09:23:09,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,65318,00:3a:9c:3f:cb:43,174.35.49.143,22,ac:f5:e6:59:a1:c1,TCP/unknown,6,4,418,266,2025-04-23 09:25:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,684,10,68.4,0.23882177391138426,0.7342510321429563,True,False,True,0.43699347720401305
137190,2025-04-23 09:28:10,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,50027,00:1c:7f:bc:05:ef,174.35.49.20,22,00:00:0c:9f:f0:0a,TCP/ssh,7,4,455,266,2025-04-23 09:30:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,721,11,65.54545454545455,0.18992716538235715,0.7328350244302859,True,False,True,0.4070903090015287
137191,2025-04-23 09:28:10,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,50027,00:3a:9c:3f:cb:43,174.35.49.20,22,ac:f5:e6:0c:36:41,TCP/ssh,8,4,538,266,2025-04-23 09:30:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,804,12,67.0,0.19066640188324158,0.7328529421815184,True,False,True,0.4075410180025523
137192,2025-04-23 09:29:19,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,50220,00:1c:7f:bc:05:ef,174.35.49.121,22,00:00:0c:9f:f0:0a,TCP/unknown,5,4,335,266,2025-04-23 09:30:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,601,9,66.77777777777777,0.23882177391138426,0.7342288344504688,True,False,True,0.43698459812701806
137193,2025-04-23 09:29:19,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,50220,00:3a:9c:3f:cb:43,174.35.49.121,22,50:08:ac:9d:72:c1,TCP/unknown,6,4,418,266,2025-04-23 09:30:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,684,10,68.4,0.23882177391138426,0.7342510321429563,True,False,True,0.43699347720401305
137194,2025-04-23 09:29:47,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,50312,00:1c:7f:bc:05:ef,174.35.49.136,22,00:00:0c:9f:f0:0a,TCP/unknown,5,4,335,266,2025-04-23 09:30:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,601,9,66.77777777777777,0.23882177391138426,0.7342288344504688,True,False,True,0.43698459812701806
137195,2025-04-23 09:29:47,Alert,WxP2_CMA,174.35.74.39,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,50312,00:3a:9c:3f:cb:43,174.35.49.136,22,ac:f5:e6:0c:3c:c1,TCP/unknown,6,4,418,266,2025-04-23 09:30:00,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.10330578512396695,0.014462809917355372,0.03994490358126722,0.10330578512396695,0.9786501377410468,0.10192837465564739,684,10,68.4,0.23882177391138426,0.7342510321429563,True,False,True,0.43699347720401305
137196,2025-04-23 09:44:14,Alert,WxP1_IDS,174.35.26.10,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.58,0,b0:81:01:d6:0c:6c,174.35.24.254,0,00:00:0c:07:ac:18,ICMP/unknown,1,0,60,0,2025-04-23 09:45:00,9,23,2,1,9,23,2,1,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8168044077134986,0.0013774104683195593,0.5495867768595041,0.10881542699724518,0.9786501377410468,0.08608815426997245,60,1,60.0,0.7937519464633577,0.8684757137948611,False,False,False,0.8236414533959591
137197,2025-04-23 10:51:39,Alert,WxP2_CMA,174.35.74.39,30,攻击利用,配置不当/错误,初始化访问,TCP_MS_RDP远程桌面_建立低安全性连接,174.35.61.229,53985,00:00:0c:07:ac:35,174.35.53.87,3389,00:60:e0:6c:a7:6a,TCP/rdp,3,2,227,139,2025-04-23 10:55:00,10,23,2,1,10,23,2,1,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.07782369146005509,0.0048209366391184574,0.5495867768595041,0.006887052341597796,0.9786501377410468,0.006887052341597796,366,5,73.2,0.9863538613998323,0.9491967826176817,False,False,False,0.971491029886972
137198,2025-04-23 11:01:50,Alert,WxP2_CMA,174.35.74.39,30,攻击利用,配置不当/错误,初始化访问,TCP_MS_RDP远程桌面_建立低安全性连接,174.35.61.229,53990,00:00:0c:07:ac:35,174.35.53.87,3389,00:60:e0:6c:a7:6a,TCP/rdp,3,3,227,199,2025-04-23 11:05:00,11,23,2,1,11,23,2,1,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.07782369146005509,0.0048209366391184574,0.5495867768595041,0.006887052341597796,0.9786501377410468,0.006887052341597796,426,6,71.0,0.9863538613998323,0.9499799624099323,False,False,False,0.9718043018038722
