id,event_time,event_type,device_name,device_ip,threat_level,category,attack_function,attack_step,signature,src_ip,src_port,src_mac,dst_ip,dst_port,dst_mac,protocol,packets_to_server,packets_to_client,bytes_to_server,bytes_to_client,created_at,added_to_baseline_at,event_time_hour,event_time_day,event_time_weekday,event_time_is_work_hour,created_at_hour,created_at_day,created_at_weekday,created_at_is_work_hour,src_ip_is_internal,dst_ip_is_internal,device_ip_is_internal,src_ip_segment,dst_ip_segment,device_ip_segment,same_segment,src_port_service,src_port_is_common,dst_port_service,dst_port_is_common,event_type_freq,category_freq,src_ip_freq,src_ip_segment_freq,attack_function_freq,attack_step_freq,signature_freq,total_bytes,total_packets,avg_packet_size,isolation_forest_score,kmeans_score,isolation_forest_anomaly,kmeans_anomaly,is_anomaly,anomaly_score
137169,2025-04-22 20:36:19,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.58.30,0,54:0d:f9:a0:15:0d,174.35.59.254,0,00:00:0c:9f:f0:3a,ICMP/unknown,1,0,60,0,2025-04-22 20:40:00,,20,22,1,0,20,22,1,0,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8629914876368059,0.0016214025131738954,0.5987028779894609,0.1147142278070531,0.9756789623023916,0.08877178759627077,60,1,60.0,0.7219031849958257,0.957232251014402,False,False,False,0.8160348114032563
137170,2025-04-22 20:37:16,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.62,0,ec:eb:b8:d1:d8:bf,10.174.228.254,0,00:00:0c:9f:f0:e4,ICMP/unknown,1,0,98,0,2025-04-22 20:40:00,,20,22,1,0,20,22,1,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8629914876368059,0.038508309687880014,0.372111876773409,0.7482772598297527,0.9756789623023916,0.7482772598297527,98,1,98.0,0.6950183063125023,0.8486033498605697,False,False,False,0.7564523237317293
137171,2025-04-23 01:08:01,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.62,0,ec:eb:b8:d1:d8:bf,10.174.228.254,0,00:00:0c:9f:f0:e4,ICMP/unknown,1,0,98,0,2025-04-23 01:10:00,,1,23,2,0,1,23,2,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8629914876368059,0.038508309687880014,0.372111876773409,0.7482772598297527,0.9756789623023916,0.7482772598297527,98,1,98.0,0.6339968685676857,0.7257188616590728,False,False,False,0.6706856658042406
137172,2025-04-23 07:14:21,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,0,00:00:0c:9f:f0:e4,10.174.228.81,0,20:67:7c:df:48:78,ICMP/unknown,2,1,196,98,2025-04-23 07:15:00,,7,23,2,0,7,23,2,0,1,1,1,10.174,10.174,174.35,1,other,0,other,0,1.0,0.8629914876368059,0.07336846372111877,0.372111876773409,0.7482772598297527,0.9756789623023916,0.7482772598297527,294,3,98.0,0.6663622158680149,0.7613285577972547,False,False,False,0.7043487526397109
137173,2025-04-23 08:11:21,Alert,WxP1_IDS,174.35.26.10,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.23,0,40:d4:f6:ab:f7:49,174.35.24.254,0,00:00:0c:07:ac:18,ICMP/unknown,1,0,60,0,2025-04-23 08:15:00,,8,23,2,0,8,23,2,0,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8629914876368059,0.0032428050263477908,0.5987028779894609,0.1147142278070531,0.9756789623023916,0.08877178759627077,60,1,60.0,0.6960074152491842,0.8546869331984676,False,False,False,0.7594792224288975
137174,2025-04-23 08:27:45,Alert,WxP2_CMA,174.35.74.39,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.58.30,0,54:0d:f9:a0:15:0d,174.35.59.254,0,00:00:0c:9f:f0:3a,ICMP/unknown,1,0,60,0,2025-04-23 08:30:00,,8,23,2,0,8,23,2,0,1,1,1,174.35,174.35,174.35,1,other,0,other,0,1.0,0.8629914876368059,0.0016214025131738954,0.5987028779894609,0.1147142278070531,0.9756789623023916,0.08877178759627077,60,1,60.0,0.6960074152491842,0.8548080107690309,False,False,False,0.7595276534571229
137175,2025-04-23 09:04:19,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,62638,00:1c:7f:bc:0a:e5,174.35.16.1,22,00:00:0c:07:ac:0c,TCP/unknown,5,4,335,266,2025-04-23 09:05:00,,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.060802594244021076,0.008512363194162952,0.022699635184434536,0.060802594244021076,0.9756789623023916,0.059586542359140654,601,9,66.77777777777777,0.2214269474067542,0.7267160369631941,True,False,True,0.42354258322933014
137176,2025-04-23 09:04:19,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,62638,a4:b4:39:a5:1e:56,174.35.16.1,22,f4:ac:c1:6f:20:41,TCP/unknown,6,4,418,266,2025-04-23 09:05:00,,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.060802594244021076,0.008512363194162952,0.022699635184434536,0.060802594244021076,0.9756789623023916,0.059586542359140654,684,10,68.4,0.2214269474067542,0.7267251931063536,True,False,True,0.423546245686594
137177,2025-04-23 09:04:22,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,62646,00:1c:7f:bc:0a:e5,174.35.16.253,22,00:00:0c:07:ac:0c,TCP/unknown,5,4,335,266,2025-04-23 09:05:00,,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.060802594244021076,0.008512363194162952,0.022699635184434536,0.060802594244021076,0.9756789623023916,0.059586542359140654,601,9,66.77777777777777,0.2214269474067542,0.7267160369631941,True,False,True,0.42354258322933014
137178,2025-04-23 09:04:22,Alert,WxP1_IDS,174.35.26.10,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.34.203.55,62646,a4:b4:39:a5:1e:56,174.35.16.253,22,5c:e1:76:02:d4:56,TCP/unknown,6,4,418,266,2025-04-23 09:05:00,,9,23,2,1,9,23,2,1,0,1,1,174.34,174.35,174.35,0,other,0,SSH,1,1.0,0.060802594244021076,0.008512363194162952,0.022699635184434536,0.060802594244021076,0.9756789623023916,0.059586542359140654,684,10,68.4,0.2214269474067542,0.7267251931063536,True,False,True,0.423546245686594
